model,alns_runtime_seconds,alns_iterations,alns_accepts,alns_improvements,alns_new_best,gurobi_runtime_seconds,lp_iterations,barrier_iterations,nodes_explored,lp_relaxations_solved_estimate,rmp_solves,branch_price_nodes_explored,branch_price_nodes_remaining
baseline_irpt,29.441971499996725,2000.0,1843.0,742.0,1.0,29.441971499996725,0.0,0.0,2000.0,1.0,,,
cg_rmp_total,,,,,,0.16139769554138184,15752.0,0.0,0.0,11.0,11.0,15.0,4.0
