shock_model,shock_probability,max_reallocation_fraction,reallocations_per_product_period,non_dispatch_shock_multiplier,cw_dispatch_cycle,shock_seed,n_store_sku_period_reallocations,n_shocked_product_periods,total_reallocated_units,total_forecast_demand,total_realized_demand,total_post_shock_shortage,total_post_shock_inventory,n_active_product_periods_after_shock,total_need_after_shock,total_surplus_after_shock,max_need_after_shock,max_surplus_after_shock
hidden_local_reallocation,0.85,0.6,3,1.8,5,590620972,1338,446,8964.6096,77714.0,77714.0,51836.1776,341507.8432,455,118182.1344,323952.984,887.616,1425.5696
