shock_model,shock_probability,max_reallocation_fraction,reallocations_per_product_period,non_dispatch_shock_multiplier,cw_dispatch_cycle,shock_seed,n_store_sku_period_reallocations,n_shocked_product_periods,total_reallocated_units,total_forecast_demand,total_realized_demand,total_post_shock_shortage,total_post_shock_inventory,n_active_product_periods_after_shock,total_need_after_shock,total_surplus_after_shock,max_need_after_shock,max_surplus_after_shock
hidden_local_reallocation,0.85,0.6,3,1.8,5,53710185,885,295,8002.9584,52531.0,52531,30829.3088,372325.3024,293,71344.7904,355965.192,941.584,1998.7456
