variant,run_label,source_instance,dataset_id,scenario_id,seed,benchmark_mode,rmp_objective,realized_cost_no_lt,realized_cost_with_lt,final_objective_or_total_cost,lt_cost_with_lt,shortage_cost_with_lt,cg_iterations,stopping_reason,total_runtime_seconds,variant_runtime_seconds,shared_baseline_runtime_seconds,total_runtime_with_shared_baseline_seconds,phase1_baseline_runtime_seconds,phase2_cg_runtime_seconds,gnn_inference_runtime_seconds,post_run_fine_tune_runtime_seconds,columns_generated,columns_selected_by_gnn,columns_added_to_rmp,column_pool_utilization,gnn_scoring_failures,repeat,shock_world_id,window_id,shock_seed,window_start_period,window_end_period,window_n_periods,baseline_cache_path,cached_baseline_runtime_seconds,a0_exact_pricing_time_limit
A_classical_cg,A_classical_cg__shock01_window03,,,shock01_window03,42,sliced_cg_only_cached_baseline,2442917413.890311,259657092.82,223909626.709062,223909626.709062,8594.193062,10903215.6,45,convergence_no_negative_rc,4.9471731129999625,4.9471731129999625,0.0,4.9471731129999625,691.1348897149999,0.03796792030334473,0.0,0.0,486,486,420,0.58625,0,3,1,3,42,39,57,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock01_window04,,,shock01_window04,42,sliced_cg_only_cached_baseline,2441598812.2478676,246287457.288,214185745.461347,214185745.461347,8779.437347,1833337.4,44,convergence_no_negative_rc,4.730672786000014,4.730672786000014,0.0,4.730672786000014,691.1348897149999,0.028689146041870117,0.0,0.0,369,369,369,0.6084724005134788,0,4,1,4,42,58,76,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock01_window05,,,shock01_window05,42,sliced_cg_only_cached_baseline,2462965500.409703,310185417.732,251010240.001148,251010240.001148,12331.053148,38656354.8,46,convergence_no_negative_rc,6.268454321000036,6.268454321000036,0.0,6.268454321000036,691.1348897149999,0.01680898666381836,0.0,0.0,534,534,534,0.5728444003964321,0,5,1,5,42,77,95,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock01_window06,,,shock01_window06,42,sliced_cg_only_cached_baseline,2434388331.4868937,256753262.46,213495224.297734,213495224.297734,9870.317734,2919609.6,46,convergence_no_negative_rc,6.177827636000075,6.177827636000075,0.0,6.177827636000075,691.1348897149999,0.015107870101928711,0.0,0.0,563,563,516,0.5842583249243188,0,6,1,6,42,96,114,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock01_window07,,,shock01_window07,42,sliced_cg_only_cached_baseline,2436229430.1844606,277095956.28,222685882.669995,222685882.669995,12320.981995,12507105.8,45,convergence_no_negative_rc,5.964229882999916,5.964229882999916,0.0,5.964229882999916,691.1348897149999,0.04175901412963867,0.0,0.0,532,532,532,0.5878848063555114,0,7,1,7,42,115,133,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock01_window08,,,shock01_window08,42,sliced_cg_only_cached_baseline,2418610894.25692,267715463.464,213906574.110792,213906574.110792,13386.110792,2549064.2,48,convergence_no_negative_rc,6.566201532999912,6.566201532999912,0.0,6.566201532999912,691.1348897149999,0.05268049240112305,0.0,0.0,597,597,594,0.6376404494382022,0,8,1,8,42,134,152,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock01_window09,,,shock01_window09,42,sliced_cg_only_cached_baseline,2397618852.09507,309919011.312,222819774.99493,222819774.99493,19354.03493,10020831.0,46,convergence_no_negative_rc,6.525332175999893,6.525332175999893,0.0,6.525332175999893,691.1348897149999,0.00951385498046875,0.0,0.0,629,629,628,0.6355394378966455,0,9,1,9,42,153,171,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock01_window10,,,shock01_window10,42,sliced_cg_only_cached_baseline,2453126768.32751,131804897.208,111466527.596238,111466527.596238,4790.388238,662300.0,44,convergence_no_negative_rc,2.327007617000163,2.327007617000163,0.0,2.327007617000163,691.1348897149999,0.015033721923828125,0.0,0.0,254,254,254,0.5416666666666666,0,10,1,10,42,172,181,10,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock02_window01,,,shock02_window01,10049,sliced_cg_only_cached_baseline,2461557256.7806826,234346779.6848,221377881.655927,221377881.655927,4171.787127,638344.8,45,convergence_no_negative_rc,4.150546136000003,4.150546136000003,0.0,4.150546136000003,691.1348897149999,0.019160985946655273,0.0,0.0,258,258,254,0.458477508650519,0,11,2,1,10049,1,19,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock02_window02,,,shock02_window02,10049,sliced_cg_only_cached_baseline,2443243627.692561,252868644.624,217928658.554585,217928658.554585,8353.642585,2849549.4,44,convergence_no_negative_rc,4.693109151000044,4.693109151000044,0.0,4.693109151000044,691.1348897149999,0.0272214412689209,0.0,0.0,409,409,409,0.5513307984790875,0,12,2,2,10049,20,38,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock02_window03,,,shock02_window03,10049,sliced_cg_only_cached_baseline,2442295628.1991143,259360183.828,223148246.248963,223148246.248963,8737.092963,10202963.0,45,convergence_no_negative_rc,4.894032842000115,4.894032842000115,0.0,4.894032842000115,691.1348897149999,0.03859305381774902,0.0,0.0,401,401,401,0.5966709346991037,0,13,2,3,10049,39,57,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock02_window04,,,shock02_window04,10049,sliced_cg_only_cached_baseline,2441122786.820538,245891968.056,213726175.461735,213726175.461735,8849.469735,1568695.4,46,convergence_no_negative_rc,5.067995999000004,5.067995999000004,0.0,5.067995999000004,691.1348897149999,0.012186765670776367,0.0,0.0,392,392,392,0.5922693266832918,0,14,2,4,10049,58,76,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock02_window05,,,shock02_window05,10049,sliced_cg_only_cached_baseline,2463678122.895434,310075339.068,252210156.448566,252210156.448566,12304.852566,40089739.8,45,convergence_no_negative_rc,6.084029802000032,6.084029802000032,0.0,6.084029802000032,691.1348897149999,0.04541754722595215,0.0,0.0,551,551,551,0.5974658869395711,0,15,2,5,10049,77,95,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock02_window06,,,shock02_window06,10049,sliced_cg_only_cached_baseline,2434898911.7586164,256475579.668,213574391.085045,213574391.085045,9768.121045,3202349.2,48,convergence_no_negative_rc,6.471183650000057,6.471183650000057,0.0,6.471183650000057,691.1348897149999,0.015526056289672852,0.0,0.0,523,523,513,0.6002024291497976,0,16,2,6,10049,96,114,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock02_window07,,,shock02_window07,10049,sliced_cg_only_cached_baseline,2432874820.9905796,276694539.952,221798032.710206,221798032.710206,12760.638206,11872584.8,48,convergence_no_negative_rc,6.345602804000009,6.345602804000009,0.0,6.345602804000009,691.1348897149999,0.02628779411315918,0.0,0.0,528,528,525,0.609,0,17,2,7,10049,115,133,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock02_window08,,,shock02_window08,10049,sliced_cg_only_cached_baseline,2418684233.9970055,267404432.488,213582829.515433,213582829.515433,13403.835433,2565763.4,48,convergence_no_negative_rc,6.533241646999841,6.533241646999841,0.0,6.533241646999841,691.1348897149999,0.01571798324584961,0.0,0.0,592,592,592,0.6326148078725399,0,18,2,8,10049,134,152,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock02_window09,,,shock02_window09,10049,sliced_cg_only_cached_baseline,2400450105.8881984,309589654.608,223615987.628871,223615987.628871,19123.756871,11209829.0,45,convergence_no_negative_rc,6.406081100000165,6.406081100000165,0.0,6.406081100000165,691.1348897149999,0.021275043487548828,0.0,0.0,626,626,625,0.6327272727272727,0,19,2,9,10049,153,171,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock02_window10,,,shock02_window10,10049,sliced_cg_only_cached_baseline,2453116021.0586123,131664993.312,111295150.683407,111295150.683407,4796.971407,640625.0,44,convergence_no_negative_rc,2.397897839000052,2.397897839000052,0.0,2.397897839000052,691.1348897149999,0.014780282974243164,0.0,0.0,252,252,252,0.5418326693227091,0,20,2,10,10049,172,181,10,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock03_window01,,,shock03_window01,20056,sliced_cg_only_cached_baseline,2461692895.703481,234244927.0448,221358421.587673,221358421.587673,4162.518873,632890.8,45,convergence_no_negative_rc,4.077250055999912,4.077250055999912,0.0,4.077250055999912,691.1348897149999,0.01857590675354004,0.0,0.0,249,249,246,0.4666666666666667,0,21,3,1,20056,1,19,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock03_window02,,,shock03_window02,20056,sliced_cg_only_cached_baseline,2442982218.4877353,253104152.376,217977675.189897,217977675.189897,8391.125897,2873687.4,44,convergence_no_negative_rc,4.7963464879999265,4.7963464879999265,0.0,4.7963464879999265,691.1348897149999,0.029267072677612305,0.0,0.0,411,411,411,0.5537294563843237,0,22,3,2,20056,20,38,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock03_window03,,,shock03_window03,20056,sliced_cg_only_cached_baseline,2441815005.808214,259490320.492,223388839.163416,223388839.163416,8804.263416,10350661.8,46,convergence_no_negative_rc,5.0862159710000014,5.0862159710000014,0.0,5.0862159710000014,691.1348897149999,0.043068885803222656,0.0,0.0,471,471,419,0.590738423028786,0,23,3,3,20056,39,57,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock03_window04,,,shock03_window04,20056,sliced_cg_only_cached_baseline,2441281982.235558,245937994.872,214013835.639724,214013835.639724,8797.951724,1765269.4,45,convergence_no_negative_rc,4.977805082000032,4.977805082000032,0.0,4.977805082000032,691.1348897149999,0.029680252075195312,0.0,0.0,385,385,383,0.606826801517067,0,24,3,4,20056,58,76,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock03_window05,,,shock03_window05,20056,sliced_cg_only_cached_baseline,2463393319.0707264,310033379.46,252007312.286033,252007312.286033,12408.386033,39839506.2,45,convergence_no_negative_rc,6.112527476999958,6.112527476999958,0.0,6.112527476999958,691.1348897149999,0.016755104064941406,0.0,0.0,539,539,539,0.5936883629191322,0,25,3,5,20056,77,95,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock03_window06,,,shock03_window06,20056,sliced_cg_only_cached_baseline,2434266082.8797164,256215579.668,213237137.430407,213237137.430407,9944.138407,2953793.2,46,convergence_no_negative_rc,6.039069714999641,6.039069714999641,0.0,6.039069714999641,691.1348897149999,0.01602005958557129,0.0,0.0,562,562,516,0.5872855701311807,0,26,3,6,20056,96,114,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock03_window07,,,shock03_window07,20056,sliced_cg_only_cached_baseline,2433783625.5091853,276906776.032,222317682.19589,222317682.19589,12581.71589,12429732.0,48,convergence_no_negative_rc,6.59303816900001,6.59303816900001,0.0,6.59303816900001,691.1348897149999,0.04122734069824219,0.0,0.0,525,525,517,0.611336032388664,0,27,3,7,20056,115,133,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock03_window08,,,shock03_window08,20056,sliced_cg_only_cached_baseline,2418769255.7018228,267378626.896,213651140.104945,213651140.104945,13373.872945,2580637.0,48,convergence_no_negative_rc,6.545067510000081,6.545067510000081,0.0,6.545067510000081,691.1348897149999,0.015022993087768555,0.0,0.0,593,593,593,0.6301498127340824,0,28,3,8,20056,134,152,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock03_window09,,,shock03_window09,20056,sliced_cg_only_cached_baseline,2400073038.8299365,309486866.616,223618802.781265,223618802.781265,19158.701265,11193036.0,44,convergence_no_negative_rc,6.036252357000194,6.036252357000194,0.0,6.036252357000194,691.1348897149999,0.03560996055603027,0.0,0.0,627,627,627,0.6333938294010889,0,29,3,9,20056,153,171,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock03_window10,,,shock03_window10,20056,sliced_cg_only_cached_baseline,2453227687.6055484,131397726.192,111207535.665894,111207535.665894,4896.593894,594637.0,44,convergence_no_negative_rc,2.403746229999797,2.403746229999797,0.0,2.403746229999797,691.1348897149999,0.014346122741699219,0.0,0.0,260,260,258,0.5531496062992126,0,30,3,10,20056,172,181,10,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock04_window01,,,shock04_window01,30063,sliced_cg_only_cached_baseline,2461678704.192956,234203375.1248,221180156.195949,221180156.195949,4166.575149,462549.0,45,convergence_no_negative_rc,4.100652333999733,4.100652333999733,0.0,4.100652333999733,691.1348897149999,0.01927781105041504,0.0,0.0,258,258,254,0.4602076124567474,0,31,4,1,30063,1,19,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock04_window02,,,shock04_window02,30063,sliced_cg_only_cached_baseline,2443209018.3112464,253024629.272,218001988.876047,218001988.876047,8363.404047,2897088.6,46,convergence_no_negative_rc,5.1522715820001395,5.1522715820001395,0.0,5.1522715820001395,691.1348897149999,0.013315200805664062,0.0,0.0,421,421,419,0.5619524405506884,0,32,4,2,30063,20,38,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock04_window03,,,shock04_window03,30063,sliced_cg_only_cached_baseline,2441975376.1924396,259751954.42,224002945.111956,224002945.111956,8831.083956,10955187.4,46,convergence_no_negative_rc,5.104162470000119,5.104162470000119,0.0,5.104162470000119,691.1348897149999,0.04172515869140625,0.0,0.0,482,482,430,0.5876543209876544,0,33,4,3,30063,39,57,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock04_window04,,,shock04_window04,30063,sliced_cg_only_cached_baseline,2440878739.196044,246195998.64,213908821.675382,213908821.675382,8902.899382,1526419.8,45,convergence_no_negative_rc,4.918709623000268,4.918709623000268,0.0,4.918709623000268,691.1348897149999,0.012761831283569336,0.0,0.0,391,391,391,0.5967540574282147,0,34,4,4,30063,58,76,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock04_window05,,,shock04_window05,30063,sliced_cg_only_cached_baseline,2462348336.7473874,310276960.476,251711954.150008,251711954.150008,12437.114008,39332091.6,45,convergence_no_negative_rc,5.792256160999841,5.792256160999841,0.0,5.792256160999841,691.1348897149999,0.016701936721801758,0.0,0.0,528,528,528,0.5792622133599202,0,35,4,5,30063,77,95,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock04_window06,,,shock04_window06,30063,sliced_cg_only_cached_baseline,2434126036.1435337,256521088.316,213248351.618231,213248351.618231,9944.078231,2719730.4,48,convergence_no_negative_rc,6.450838055000077,6.450838055000077,0.0,6.450838055000077,691.1348897149999,0.015151023864746094,0.0,0.0,569,569,514,0.5874620829120324,0,36,4,6,30063,96,114,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock04_window07,,,shock04_window07,30063,sliced_cg_only_cached_baseline,2432073473.4177527,276749921.272,221498010.197188,221498010.197188,12839.125188,11488765.0,46,convergence_no_negative_rc,5.977402677999635,5.977402677999635,0.0,5.977402677999635,691.1348897149999,0.051703453063964844,0.0,0.0,531,531,531,0.6083499005964215,0,37,4,7,30063,115,133,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock04_window08,,,shock04_window08,30063,sliced_cg_only_cached_baseline,2418485690.0235353,267625558.792,213723535.081741,213723535.081741,13433.953741,2565464.2,48,convergence_no_negative_rc,6.488056809000227,6.488056809000227,0.0,6.488056809000227,691.1348897149999,0.007180929183959961,0.0,0.0,596,596,596,0.6330532212885154,0,38,4,8,30063,134,152,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock04_window09,,,shock04_window09,30063,sliced_cg_only_cached_baseline,2396978509.763541,310414702.008,223108287.891575,223108287.891575,19486.811575,10239641.2,46,convergence_no_negative_rc,6.596049386999766,6.596049386999766,0.0,6.596049386999766,691.1348897149999,0.04440784454345703,0.0,0.0,641,641,640,0.6370170709793351,0,39,4,9,30063,153,171,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock04_window10,,,shock04_window10,30063,sliced_cg_only_cached_baseline,2453172894.199301,131783010.408,111526452.388858,111526452.388858,4832.100858,630579.4,44,convergence_no_negative_rc,2.295096756000021,2.295096756000021,0.0,2.295096756000021,691.1348897149999,0.015095710754394531,0.0,0.0,255,255,255,0.5524752475247525,0,40,4,10,30063,172,181,10,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock05_window01,,,shock05_window01,40070,sliced_cg_only_cached_baseline,2462166365.104738,234339404.0048,221614552.209538,221614552.209538,4100.220738,880749.4,45,convergence_no_negative_rc,4.0013069579999865,4.0013069579999865,0.0,4.0013069579999865,691.1348897149999,0.012704133987426758,0.0,0.0,244,244,240,0.45663716814159294,0,41,5,1,40070,1,19,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock05_window02,,,shock05_window02,40070,sliced_cg_only_cached_baseline,2443022286.7837815,252969049.128,218189058.294241,218189058.294241,8376.550241,3061480.6,44,convergence_no_negative_rc,4.802413195000099,4.802413195000099,0.0,4.802413195000099,691.1348897149999,0.012703895568847656,0.0,0.0,415,415,399,0.5635430038510911,0,42,5,2,40070,20,38,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock05_window03,,,shock05_window03,40070,sliced_cg_only_cached_baseline,2441814860.4024367,259229487.244,223361494.364131,223361494.364131,8772.392131,10416211.4,45,convergence_no_negative_rc,5.033993301999999,5.033993301999999,0.0,5.033993301999999,691.1348897149999,0.03768491744995117,0.0,0.0,416,416,416,0.5904522613065326,0,43,5,3,40070,39,57,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock05_window04,,,shock05_window04,40070,sliced_cg_only_cached_baseline,2441037447.5804477,245917219.416,213714671.406383,213714671.406383,8913.654383,1586770.4,45,convergence_no_negative_rc,5.009431137999854,5.009431137999854,0.0,5.009431137999854,691.1348897149999,0.012565851211547852,0.0,0.0,398,398,398,0.599009900990099,0,44,5,4,40070,58,76,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock05_window05,,,shock05_window05,40070,sliced_cg_only_cached_baseline,2463523538.4566813,310240736.94,251611735.822496,251611735.822496,12462.202496,39461942.2,45,convergence_no_negative_rc,6.20586879099983,6.20586879099983,0.0,6.20586879099983,691.1348897149999,0.019878864288330078,0.0,0.0,540,540,540,0.5970443349753695,0,45,5,5,40070,77,95,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock05_window06,,,shock05_window06,40070,sliced_cg_only_cached_baseline,2434306564.3480163,256199004.044,213005967.448849,213005967.448849,9961.284849,2680039.4,46,convergence_no_negative_rc,5.909785956000178,5.909785956000178,0.0,5.909785956000178,691.1348897149999,0.014930963516235352,0.0,0.0,544,544,500,0.5866666666666667,0,46,5,6,40070,96,114,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock05_window07,,,shock05_window07,40070,sliced_cg_only_cached_baseline,2432830706.030977,276866058.16,221258851.49422,221258851.49422,12758.89422,11350363.2,46,convergence_no_negative_rc,5.982399878000251,5.982399878000251,0.0,5.982399878000251,691.1348897149999,0.049645185470581055,0.0,0.0,508,508,508,0.6042726347914548,0,47,5,7,40070,115,133,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock05_window08,,,shock05_window08,40070,sliced_cg_only_cached_baseline,2418534949.518977,267579677.824,213694379.908024,213694379.908024,13423.092024,2593215.6,49,convergence_no_negative_rc,6.655588014999921,6.655588014999921,0.0,6.655588014999921,691.1348897149999,0.00763702392578125,0.0,0.0,602,602,599,0.6266294227188082,0,48,5,8,40070,134,152,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock05_window09,,,shock05_window09,40070,sliced_cg_only_cached_baseline,2398958873.360224,309647046.096,223364542.238444,223364542.238444,19187.622444,10796241.4,45,convergence_no_negative_rc,6.084041791000345,6.084041791000345,0.0,6.084041791000345,691.1348897149999,0.03445291519165039,0.0,0.0,611,611,610,0.628808864265928,0,49,5,9,40070,153,171,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
A_classical_cg,A_classical_cg__shock05_window10,,,shock05_window10,40070,sliced_cg_only_cached_baseline,2453275393.2368464,131504907.552,111292933.842647,111292933.842647,4800.890647,619432.0,43,convergence_no_negative_rc,2.2381172479999805,2.2381172479999805,0.0,2.2381172479999805,691.1348897149999,0.012574911117553711,0.0,0.0,291,291,245,0.5212121212121212,0,50,5,10,40070,172,181,10,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
B_heuristic_cg,B_heuristic_cg__shock01_window01,,,shock01_window01,42,sliced_cg_only_cached_baseline,2461668450.425109,234339404.0048,221472436.779898,221472436.779898,4186.455098,738452.6,23,convergence_no_negative_rc,3.985463245000119,3.985463245000119,0.0,3.985463245000119,691.1348897149999,0.0828104019165039,0.0,0.0,1749,203,203,0.5018939393939394,0,1,1,1,42,1,19,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
B_heuristic_cg,B_heuristic_cg__shock01_window02,,,shock01_window02,42,sliced_cg_only_cached_baseline,2443445370.5385623,252814405.08,218473103.067372,218473103.067372,8344.499372,3390644.4,36,convergence_no_negative_rc,7.576504322999881,7.576504322999881,0.0,7.576504322999881,691.1348897149999,0.18274283409118652,0.0,0.0,4429,338,338,0.5974930362116991,0,2,1,2,42,20,38,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
B_heuristic_cg,B_heuristic_cg__shock01_window03,,,shock01_window03,42,sliced_cg_only_cached_baseline,2442883015.6070232,259657092.82,224105453.30677,224105453.30677,8661.80677,11098834.2,37,convergence_no_negative_rc,7.541208316999928,7.541208316999928,0.0,7.541208316999928,691.1348897149999,0.176513671875,0.0,0.0,4475,350,350,0.6219178082191781,0,3,1,3,42,39,57,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
B_heuristic_cg,B_heuristic_cg__shock01_window04,,,shock01_window04,42,sliced_cg_only_cached_baseline,2441613252.161035,246287457.288,214276267.026435,214276267.026435,8789.202435,1923849.2,34,convergence_no_negative_rc,6.905125977000125,6.905125977000125,0.0,6.905125977000125,691.1348897149999,0.16507768630981445,0.0,0.0,4025,315,315,0.6386206896551724,0,4,1,4,42,58,76,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
B_heuristic_cg,B_heuristic_cg__shock01_window05,,,shock01_window05,42,sliced_cg_only_cached_baseline,2463139688.7437854,310185417.732,251125182.290682,251125182.290682,12428.158682,38771256.4,47,convergence_no_negative_rc,11.737140641999986,11.737140641999986,0.0,11.737140641999986,691.1348897149999,0.28394389152526855,0.0,0.0,7962,447,447,0.6214750542299349,0,5,1,5,42,77,95,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
B_heuristic_cg,B_heuristic_cg__shock01_window06,,,shock01_window06,42,sliced_cg_only_cached_baseline,2434453391.6338267,256753262.46,213648597.786622,213648597.786622,9862.742622,3073060.2,46,convergence_no_negative_rc,11.010973169999943,11.010973169999943,0.0,11.010973169999943,691.1348897149999,0.2423992156982422,0.0,0.0,6863,434,434,0.6281628162816282,0,6,1,6,42,96,114,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
B_heuristic_cg,B_heuristic_cg__shock01_window07,,,shock01_window07,42,sliced_cg_only_cached_baseline,2436332536.368674,277095956.28,223094359.515243,223094359.515243,12265.491243,12916035.8,46,convergence_no_negative_rc,11.366083646000106,11.366083646000106,0.0,11.366083646000106,691.1348897149999,0.3321375846862793,0.0,0.0,6917,440,440,0.6240437158469946,0,7,1,7,42,115,133,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
B_heuristic_cg,B_heuristic_cg__shock01_window08,,,shock01_window08,42,sliced_cg_only_cached_baseline,2418612440.279726,267715463.464,213920615.172506,213920615.172506,13452.172506,2563039.2,51,convergence_no_negative_rc,12.389302000000043,12.389302000000043,0.0,12.389302000000043,691.1348897149999,0.251492977142334,0.0,0.0,8431,483,483,0.6711899791231732,0,8,1,8,42,134,152,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
B_heuristic_cg,B_heuristic_cg__shock01_window09,,,shock01_window09,42,sliced_cg_only_cached_baseline,2397742874.946116,309919011.312,222994761.246439,222994761.246439,19315.286439,10195856.0,55,convergence_no_negative_rc,14.21076032100018,14.21076032100018,0.0,14.21076032100018,691.1348897149999,0.3233628273010254,0.0,0.0,9149,522,522,0.6670010030090271,0,9,1,9,42,153,171,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
B_heuristic_cg,B_heuristic_cg__shock01_window10,,,shock01_window10,42,sliced_cg_only_cached_baseline,2453159655.278105,131804897.208,111469676.894548,111469676.894548,4789.686548,665450.0,23,convergence_no_negative_rc,2.578400166000165,2.578400166000165,0.0,2.578400166000165,691.1348897149999,0.052985191345214844,0.0,0.0,1871,202,202,0.584070796460177,0,10,1,10,42,172,181,10,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
B_heuristic_cg,B_heuristic_cg__shock02_window01,,,shock02_window01,10049,sliced_cg_only_cached_baseline,2461576949.1984253,234346779.6848,221237749.128625,221237749.128625,4214.259825,498169.8,24,convergence_no_negative_rc,4.017566014000067,4.017566014000067,0.0,4.017566014000067,691.1348897149999,0.07369160652160645,0.0,0.0,1913,213,213,0.5074349442379182,0,11,2,1,10049,1,19,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
B_heuristic_cg,B_heuristic_cg__shock02_window02,,,shock02_window02,10049,sliced_cg_only_cached_baseline,2443200519.2273793,252868644.624,218012189.492054,218012189.492054,8421.580054,2933012.4,37,convergence_no_negative_rc,7.70160693899993,7.70160693899993,0.0,7.70160693899993,691.1348897149999,0.16962122917175293,0.0,0.0,4593,350,350,0.5931506849315068,0,12,2,2,10049,20,38,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
B_heuristic_cg,B_heuristic_cg__shock02_window03,,,shock02_window03,10049,sliced_cg_only_cached_baseline,2442410319.7445097,259360183.828,223356213.780506,223356213.780506,8766.840506,10410915.4,36,convergence_no_negative_rc,7.204260452999961,7.204260452999961,0.0,7.204260452999961,691.1348897149999,0.1723179817199707,0.0,0.0,4556,337,337,0.6276150627615062,0,13,2,3,10049,39,57,19,/kaggle/working/shared_benchmark_state.pkl.gz,691.304631252,
