epoch,regime,train_loss,train_acc,train_f1,train_roc_auc,train_pr_auc,valid_loss,valid_acc,valid_precision,valid_recall,valid_f1,valid_roc_auc,valid_pr_auc,full_valid_loss,full_valid_pr_auc,full_valid_f1,full_valid_roc_auc,epoch_seconds
29,easy,0.4516621631845832,0.7972,0.7845303867403315,0.8665923200000001,0.8789872554108573,0.7926942071244121,0.5445,0.535289452815226,0.675,0.5970809376382131,0.6221345,0.6566409884077421,,,,,2.117234706878662
30,easy,0.45207414530813694,0.8074,0.7946257197696737,0.86492448,0.8784672111543531,0.7840005469620228,0.557,0.5450949367088608,0.689,0.6086572438162544,0.6358030000000001,0.6658089345376409,0.7771136183126838,0.6723795270637316,0.6077922077922078,0.6435781413156978,3.4033353328704834
31,full,0.831742967018485,0.5484,0.5412433969930922,0.5831942400000001,0.5898795725209331,0.7720808857828378,0.56,0.5466562986003111,0.703,0.6150481189851269,0.6456169999999999,0.6654346466748515,,,,,11.418000936508179
32,full,0.8107667173326015,0.5746,0.579394898160965,0.5929816,0.5935687218104924,0.767088979344815,0.555,0.5428348909657321,0.697,0.6103327495621717,0.650288,0.6797954349314856,,,,,11.161710262298584
33,full,0.7881545369714499,0.5648,0.5738347042694869,0.61033056,0.6172889165517135,0.7348524598553777,0.562,0.5492845786963434,0.691,0.6120460584588131,0.6599215,0.6832323346189848,,,,,11.492870569229126
34,full,0.8046265629559756,0.5562,0.5649872574005097,0.5849411200000001,0.5864341353538706,0.7115268516503275,0.5725,0.5577689243027888,0.7,0.6208425720620843,0.6673534999999999,0.6857869625979619,,,,,11.363932132720947
35,full,0.7700736460834742,0.5784,0.583234480031633,0.60226304,0.6037783015054183,0.7085637518316508,0.558,0.5453834115805947,0.697,0.6119402985074627,0.6579185,0.6672651388125118,,,,,11.257240056991577
36,full,0.7516537161141634,0.5764,0.5850313479623824,0.6040532799999999,0.6142093599542041,0.715653003320098,0.5445,0.5349567949725059,0.681,0.5992080950285966,0.628479,0.6310832249108624,,,,,11.250673294067383
37,full,0.739553919005394,0.5786,0.5874290189935383,0.59452544,0.6010755221119144,0.7027881451845169,0.5875,0.5711960943856794,0.702,0.629878869448183,0.6245455,0.6341779281593164,,,,,11.204503297805786
38,full,0.7214204737275839,0.5804,0.5878192534381139,0.59735472,0.6074333194619879,0.6882720185890794,0.604,0.5855263157894737,0.712,0.6425992779783394,0.6327849999999999,0.6417072871129831,,,,,11.288296937942505
39,full,0.706104677888751,0.5524,0.5482438433589019,0.60085104,0.6017576221703937,0.6866100033372641,0.622,0.6039182282793867,0.709,0.6522539098436062,0.6222135,0.6116442549480061,,,,,11.237705707550049
40,full,0.6989081067204476,0.5588,0.5580929487179487,0.59969984,0.6052069790354929,0.6724490915685892,0.6285,0.6144256455921638,0.69,0.6500235515779558,0.646987,0.6416508156741889,0.6772147307177913,0.6285394001817051,0.6260387811634349,0.6305603898364078,12.380932807922363
41,full,0.6792198382854462,0.5958,0.5921291624621594,0.61865552,0.6136039830390599,0.6853512051180005,0.571,0.562610229276896,0.638,0.5979381443298969,0.6080835,0.6051766547120454,,,,,11.211709976196289
42,full,0.6755997844517231,0.5976,0.5922172679367653,0.62071856,0.6149870821855065,0.6768822327777744,0.5455,0.5402298850574713,0.611,0.5734396996715158,0.6281249999999999,0.619443127156882,,,,,11.384111404418945
43,full,0.6817029500722885,0.5792,0.5711373827965757,0.60600336,0.5988926472219327,0.6711041930764914,0.571,0.5599662162162162,0.663,0.6071428571428571,0.635945,0.6129735331946481,,,,,11.273092031478882
44,full,0.6747580386161804,0.5868,0.5701206824802331,0.61523472,0.615425168989487,0.6677600457817316,0.601,0.5851602023608768,0.694,0.6349496797804208,0.6493955,0.6157314243662158,,,,,11.188414573669434
45,full,0.6699502589821815,0.6072,0.5872215216477512,0.62911072,0.6108424712355791,0.6728942281752824,0.6165,0.6028243601059136,0.683,0.6404125644631974,0.6391615,0.59901663157884,,,,,11.27880311012268
46,full,0.6675110860466957,0.6152,0.6062218583708555,0.63235472,0.6356191812000955,0.6723867398202419,0.599,0.5838983050847457,0.689,0.6321100917431193,0.6462000000000001,0.6079128749693445,,,,,11.306509017944336
47,full,0.6649593465328216,0.6164,0.5990802675585284,0.63453728,0.6348579078538045,0.6761173921525478,0.6275,0.6158038147138964,0.678,0.6454069490718706,0.6374359999999999,0.5966733111654793,,,,,11.244576215744019
48,full,0.6662173260807991,0.6056,0.5972222222222222,0.63367216,0.6332583542308131,0.6665844811350107,0.636,0.6214285714285714,0.696,0.6566037735849056,0.658527,0.6095938312721831,,,,,11.29975962638855
49,full,0.6683585873961448,0.6014,0.5961499493414387,0.62162016,0.6222205195572701,0.6720904848575592,0.61,0.5983899821109123,0.669,0.6317280453257791,0.642729,0.6080217626458628,,,,,11.142335414886475
50,full,0.6616261506438256,0.616,0.6084828711256117,0.64294736,0.6411050600310435,0.6632152802497149,0.6275,0.6162260711030082,0.676,0.6447305674773486,0.6589659999999999,0.6208827784653739,0.6671541610122782,0.6087850996422296,0.6386554621848739,0.6504698920988513,12.484002828598022
51,full,0.6585029434621334,0.614,0.6043460434604346,0.6487559999999999,0.6486452347827543,0.6702843190729618,0.62,0.6063829787234043,0.684,0.6428571428571429,0.6472165,0.5934050497606576,,,,,11.242645502090454
52,full,0.6574738270640373,0.6414,0.633558144287758,0.65755808,0.6459705167327278,0.6728228031024337,0.601,0.5938661710037175,0.639,0.615606936416185,0.6371884999999999,0.5992119213780038,,,,,11.204078674316406
53,full,0.6555961065411567,0.6306,0.6151281516982705,0.66545952,0.6519381445935404,0.66480212906003,0.597,0.592911877394636,0.619,0.6056751467710372,0.6430100000000001,0.6179587752502718,,,,,11.21403694152832
54,full,0.6544183008491993,0.621,0.6039707419017764,0.6624265599999999,0.6539372520270254,0.6570986617729068,0.6115,0.6037209302325581,0.649,0.6255421686746988,0.6619020000000001,0.627003367599469,,,,,11.147462129592896
55,full,0.6543807427346706,0.624,0.6042105263157894,0.6608326400000001,0.6550783498901527,0.664812750056386,0.5715,0.5722952477249748,0.566,0.5691302161890397,0.6423154999999999,0.6264659139468154,,,,,11.324667930603027
56,full,0.6579065121740103,0.6176,0.591801878736123,0.65016816,0.6495902524912773,0.666659797295928,0.619,0.6328125,0.567,0.5981012658227848,0.6471640000000001,0.6211932653061984,,,,,11.428136587142944
57,full,0.6497810114860535,0.6344,0.6050129645635264,0.6690062400000001,0.6633110747393436,0.6673733959123492,0.615,0.6356132075471698,0.539,0.5833333333333334,0.6482535,0.6120343663809173,,,,,11.333917617797852
58,full,0.6586052437543869,0.62,0.5927989712816116,0.65539872,0.6372966065293323,0.6620166800618171,0.613,0.6272522522522522,0.557,0.590042372881356,0.6551115000000001,0.6239448712019005,,,,,11.190264701843262
59,full,0.6494429299235344,0.6284,0.5967881944444444,0.6689776000000001,0.6695946727466652,0.6456771138310432,0.6415,0.6984572230014026,0.498,0.5814360770577933,0.674615,0.6468444656130259,,,,,11.282470941543579
60,full,0.6460449730038643,0.6298,0.5989165763813651,0.67598736,0.6715788560528411,0.6570980013608932,0.6185,0.6705035971223021,0.466,0.5498525073746313,0.6668715,0.6261790813054542,0.6572649320669933,0.6250437078425045,0.5555555555555556,0.6608423250957187,12.389546871185303
61,full,0.6470207751333713,0.6394,0.6031256878714506,0.6780428799999999,0.6652889947296745,0.6492815196961165,0.632,0.688034188034188,0.483,0.5675675675675675,0.680496,0.6432359386363419,,,,,11.285515546798706
62,full,0.6405720788300038,0.6292,0.5959023539668701,0.6881467200000001,0.6815783138560094,0.6493658874034881,0.634,0.6861111111111111,0.494,0.5744186046511628,0.6811260000000001,0.6358304465103182,,,,,11.419831991195679
63,full,0.6386610933721065,0.644,0.6053215077605322,0.69329808,0.6836567811008819,0.6562988675832748,0.6355,0.6823687752355316,0.507,0.5817555938037866,0.6627245,0.6330775573773535,,,,,11.316700220108032
64,full,0.6391525994122028,0.6376,0.5966162065894924,0.686512,0.6891626724130073,0.6479274942278862,0.653,0.7023809523809523,0.531,0.6047835990888383,0.672441,0.6611272617688135,,,,,11.301424026489258
65,full,0.6356324547618628,0.6486,0.6176278563656148,0.69946064,0.6866556229986693,0.6501781119555234,0.649,0.6940104166666666,0.533,0.6029411764705882,0.675055,0.6593660825219084,,,,,11.26323652267456
66,full,0.6377968431413173,0.6426,0.6064743448579608,0.6893014399999999,0.677772549122136,0.6484474016278983,0.666,0.7133676092544987,0.555,0.6242969628796401,0.6737675,0.6818662021026218,,,,,11.254155397415161
67,full,0.6327783619523049,0.6402,0.60882800608828,0.70318832,0.6947445209115894,0.6410780931860208,0.655,0.6753393665158371,0.597,0.6337579617834395,0.6925209999999999,0.6934199488449343,,,,,11.173811674118042
68,full,0.6352046382576227,0.6438,0.6122360113215763,0.6943118400000001,0.6809841777451604,0.6454347840100527,0.648,0.6637168141592921,0.6,0.6302521008403361,0.6839489999999999,0.693872758014493,,,,,11.284970045089722
69,full,0.6247250871777534,0.663,0.6295889206418993,0.71404304,0.7054338470891174,0.6440510791540146,0.644,0.6582417582417582,0.599,0.6272251308900524,0.6915470000000001,0.6993750803311863,,,,,11.247183084487915
70,full,0.6275057964742183,0.648,0.6130167106420404,0.69991888,0.7102449328816932,0.6388259017914534,0.6485,0.6591639871382636,0.615,0.636316606311433,0.6898569999999999,0.7065027496108545,0.643280426573261,0.6958340631181319,0.6338461538461538,0.6871910894535329,12.528994798660278
71,full,0.6292312512725592,0.665,0.6335593961933931,0.69935792,0.6977434706153236,0.6408094548135996,0.6615,0.674217907227616,0.625,0.6486766995329528,0.69457,0.6976203622701395,,,,,11.34755563735962
72,full,0.625066196924448,0.6514,0.6271657754010695,0.70744736,0.6959623266760628,0.6445859353840351,0.6435,0.6538049303322615,0.61,0.6311433005690636,0.684002,0.6888639687836793,,,,,11.200729608535767
73,full,0.6321513746619225,0.6418,0.6095487246566383,0.6939651200000001,0.6951726361705939,0.6490055046081543,0.6385,0.6471838469713072,0.609,0.6275115919629057,0.6740055,0.6835857921890874,,,,,11.249340295791626
74,full,0.623277227935195,0.656,0.627059843885516,0.7152272,0.707780125921295,0.6379683002009988,0.656,0.6663113006396588,0.625,0.6449948400412797,0.6914235,0.7052203048170278,,,,,11.235523462295532
75,full,0.622707273375988,0.6636,0.6354573038578241,0.7113590399999999,0.7107757842753182,0.6364384885728359,0.6495,0.6612729234088457,0.613,0.63622210690192,0.6938809999999999,0.7078949462663675,,,,,11.199531316757202
76,full,0.6175219793915748,0.6672,0.6373147340889277,0.7189932800000001,0.7206985572305531,0.6368166310936213,0.6575,0.6721311475409836,0.615,0.6422976501305483,0.6918574999999999,0.7039798143024383,,,,,11.188364744186401
77,full,0.6190303820967674,0.6636,0.6365600691443388,0.7193705600000001,0.7216467164152478,0.6341508405208588,0.65,0.6674107142857143,0.598,0.630801687763713,0.6887425,0.7129709503336131,,,,,11.269245147705078
78,full,0.6118898092508316,0.6568,0.6272806255430061,0.7253116800000001,0.7284111541967989,0.6328357153311371,0.635,0.6328740157480315,0.643,0.6378968253968254,0.695362,0.7173904545781156,,,,,11.186840057373047
79,full,0.6118691727817058,0.6626,0.627182320441989,0.72746496,0.7258666250074446,0.6283148428797722,0.636,0.6268656716417911,0.672,0.6486486486486487,0.6994335,0.722471773751101,,,,,11.226719379425049
80,full,0.6147539308965206,0.6674,0.6450373532550694,0.7258176000000001,0.7121557321366803,0.6181417111903429,0.6545,0.6418732782369146,0.699,0.6692197223551939,0.7175849999999999,0.7398168048033426,0.6289407835070011,0.7210822570368576,0.6534090909090909,0.6961364427427776,12.468143701553345
81,full,0.6081575519114732,0.6722,0.6480566888554864,0.73053872,0.7305274091990881,0.633835510879755,0.6335,0.6239554317548747,0.672,0.6470871449205585,0.6871100000000001,0.7191822064154986,,,,,11.161050081253052
82,full,0.607394288739562,0.6662,0.6417686198755098,0.73644016,0.7311027929975359,0.6330050600618125,0.6395,0.6290471785383904,0.68,0.6535319557904854,0.69223,0.7123285172659456,,,,,11.2528715133667
83,full,0.6139239431023598,0.6444,0.6153180441367373,0.72099552,0.7300740979984415,0.6340090600401163,0.6325,0.6207839562443026,0.681,0.6494992846924177,0.6882995000000001,0.7196038121335435,,,,,11.277952909469604
84,full,0.6107438032686711,0.6688,0.6463049978641606,0.72581184,0.7259641892424251,0.6284551845416426,0.6315,0.6211981566820276,0.674,0.6465227817745803,0.6927589999999999,0.7295573033651319,,,,,11.118956565856934
85,full,0.605699238154292,0.6742,0.6525911708253359,0.73636576,0.7434790392478039,0.616850924693048,0.648,0.6367837338262476,0.689,0.6618635926993276,0.7147654999999999,0.7363099661677787,,,,,11.238548994064331
86,full,0.5980702746093273,0.6846,0.65961579969782,0.74502912,0.7488939734472717,0.6375259288176894,0.625,0.612410071942446,0.681,0.6448863636363636,0.682098,0.7015597983793679,,,,,11.341871976852417
87,full,0.5915007348030805,0.6902,0.6676678824286634,0.75478896,0.764023273691544,0.6162373178824783,0.661,0.6463636363636364,0.711,0.6771428571428572,0.716832,0.74380972152571,,,,,11.193993091583252
88,full,0.6010208547353745,0.674,0.6491605682307361,0.74091456,0.7412194291647476,0.6259343053549528,0.629,0.6166365280289331,0.682,0.647673314339981,0.696969,0.7308812266084546,,,,,11.231697082519531
89,full,0.5965891719251871,0.6756,0.6520806520806521,0.7475297599999999,0.7421811259584946,0.6216692402064801,0.636,0.6216457960644007,0.695,0.6562795089707271,0.7022545,0.7370943065445377,,,,,11.250174760818481
90,full,0.5956162734001875,0.6796,0.6536964980544747,0.74492608,0.7442372147623446,0.6176138508245349,0.643,0.6314338235294118,0.687,0.6580459770114943,0.7066729999999999,0.7389360692232119,0.6190484046144823,0.7385028207339754,0.6666666666666666,0.7065784893839194,12.40442967414856
91,full,0.5897293407291174,0.6872,0.6630762602326583,0.7531587200000001,0.758023126380887,0.6253206665739417,0.6535,0.6399270738377393,0.702,0.6695278969957081,0.696318,0.7313916043177597,,,,,11.30315351486206
92,full,0.5963180885255337,0.679,0.6493336246449639,0.75086288,0.7363094176378449,0.6151894582733511,0.65,0.6344086021505376,0.708,0.6691871455576559,0.7092985,0.7513126042811229,,,,,11.213398933410645
93,full,0.587656889590621,0.6892,0.6663804207814513,0.7552515200000001,0.760348091470199,0.6120205680951476,0.651,0.6350626118067979,0.71,0.6704438149197356,0.7168,0.745444486284784,,,,,11.275278806686401
94,full,0.5841518436640502,0.6974,0.6801944620587613,0.76208576,0.7644101475031349,0.621568722896278,0.636,0.6220825852782765,0.693,0.6556291390728477,0.7036640000000001,0.7284739732473106,,,,,11.272740364074707
95,full,0.5801461916834116,0.6878,0.6646616541353384,0.76629152,0.7694724973145534,0.6214367392286658,0.6245,0.6047098402018503,0.719,0.6569209684787575,0.7032769999999999,0.7393050177686769,,,,,11.181309223175049
96,full,0.597528519526124,0.6824,0.6629881154499151,0.74137888,0.7385318548027197,0.6131955294981599,0.6455,0.6275197195442594,0.716,0.6688463334890238,0.713569,0.7439716482482885,,,,,11.232905149459839
97,full,0.5836339364081621,0.7016,0.6825531914893617,0.76324592,0.754655116333901,0.6130686655268073,0.631,0.611965811965812,0.716,0.6599078341013825,0.7050485,0.7452699332453412,,,,,11.159570693969727
98,full,0.5829776489257813,0.6888,0.6722830665543387,0.7613328,0.7560282246776028,0.6175635058358312,0.6375,0.6154492023509656,0.733,0.6691008671839342,0.7072984999999998,0.7440426329488796,,,,,11.223895072937012
99,full,0.5741635722368955,0.7114,0.6961465571699305,0.7732247999999999,0.7798603066577041,0.6113297124654055,0.646,0.6298932384341637,0.708,0.6666666666666666,0.7137315,0.740608525802851,,,,,11.175193309783936
100,full,0.5813854978621006,0.6954,0.6782167758292837,0.7617352000000001,0.7600524645984361,0.6136419933065772,0.627,0.6123893805309735,0.692,0.6497652582159624,0.7132605,0.7427343133609046,0.6127242012097772,0.748676963951733,0.6536312849162011,0.7147232857640098,12.445619106292725
