direct_cw_unit_cost,store_holding_cost,warehouse_holding_cost,route_distance_cost,vehicle_fixed_cost,lateral_transshipment_cost,shortage_cost,objective_recomputed,gurobi_objective
515.6,7805416000.000001,13228896000.0,1256.7,100.0,0.0,425088.0,21034738960.300003,21034738960.3
