direct_cw_unit_cost,store_holding_cost,warehouse_holding_cost,route_distance_cost,vehicle_fixed_cost,lateral_transshipment_cost,shortage_cost,objective_recomputed,gurobi_objective
1514.8,1157020.0,2137822.0,2528.2,200.0,0.0,0.0,3299085.0,3299085.0
