model,alns_runtime_seconds,alns_iterations,alns_accepts,alns_improvements,alns_new_best,gurobi_runtime_seconds,lp_iterations,barrier_iterations,nodes_explored,lp_relaxations_solved_estimate,rmp_solves,branch_price_nodes_explored,branch_price_nodes_remaining
baseline_irpt,29.19138041700353,2000.0,1843.0,742.0,1.0,29.19138041700353,0.0,0.0,2000.0,1.0,,,
cg_rmp_total,,,,,,0.04559493064880371,4588.0,0.0,0.0,4.0,4.0,15.0,4.0
