shock_model,shock_probability,max_reallocation_fraction,reallocations_per_product_period,non_dispatch_shock_multiplier,cw_dispatch_cycle,shock_seed,n_store_sku_period_reallocations,n_shocked_product_periods,total_reallocated_units,total_forecast_demand,total_realized_demand,total_post_shock_shortage,total_post_shock_inventory,n_active_product_periods_after_shock,total_need_after_shock,total_surplus_after_shock,max_need_after_shock,max_surplus_after_shock
hidden_local_reallocation,0.75,0.8,4,2.2,5,1592467582,1144,286,8382.78272,52531.0,52531,31128.67296,396739.58752,295,72081.57152,380811.68928,945.8896,2151.15776
