direct_cw_unit_cost,store_holding_cost,warehouse_holding_cost,route_distance_cost,vehicle_fixed_cost,lateral_transshipment_cost,shortage_cost,objective_recomputed,gurobi_objective
494.8,5622248000.0,11764868000.0,1237.9,50.0,0.0,425088.0,17387542870.7,17387542870.699997
